17.9,5.999107208729494,100,62.2, -1.93, 17.8, -40.0
18.1,5.9991166276526275,100,62.81, -1.95, 18.0, -40.41
18.3,5.999125863042531,100,63.42, -1.96, 18.2, -40.81
18.5,5.9991349192607,100,64.03, -1.97, 18.4, -41.22
18.7,5.9991438006264035,100,64.64, -1.98, 18.59, -41.62
18.9,5.999152511403473,100,65.25, -1.99, 18.79, -42.03
19.1,5.999161055789719,100,65.86, -2.0, 18.99, -42.43
19.3,5.999169437908592,100,66.47, -2.01, 19.19, -42.84
19.5,5.999177661802733,100,67.08, -2.02, 19.39, -43.24
19.7,5.999185731429107,100,67.69, -2.03, 19.59, -43.65
19.9,5.9991936506554735,100,68.3, -2.04, 19.79, -44.05
