0.1,46,0.6520697539273681,1.0
0.2,31,0.695700206884179,0.0
0.3,61,0.6931956481147319,0.0
0.4,57,0.6934679013468255,1.0
0.5,66,0.6932332220312233,1.0
0.6,69,0.6932674426927069,0.0
0.7,59,0.6933674235614941,1.0
0.8,43,0.6964377752815054,1.0
0.9,65,0.6933775858028401,0.0
1.0,79,0.6932316548876407,0.0
1.1,61,0.6937160038965388,1.0
1.2,60,0.6940102031601436,1.0
1.3,83,0.693284787443432,1.0
1.4,82,0.6932381922091957,1.0
1.5,75,0.6934449515674626,1.0
1.6,75,0.6935454489202235,1.0
1.7,88,0.6932501345953738,1.0
1.8,87,0.6933227199078573,1.0
1.9,94,0.6932398412694335,1.0
2.0,81,0.6934710081894434,0.0
2.1,88,0.6933577259003705,0.0
2.2,94,0.6932615633078164,0.0
2.3,66,0.6945416926559188,0.0
2.4,94,0.693322134621608,0.0
2.5,91,0.6934138569636932,1.0
2.6,91,0.6933928058202097,1.0
2.7,91,0.6934181434563644,1.0
2.8,103,0.6932196000203824,1.0
2.9,107,0.6932410926360514,0.0
3.0,107,0.693233002602381,0.0
3.1,101,0.6933214284076137,0.0
3.2,82,0.6942399060337618,0.0
3.3,105,0.6932457841167561,0.0
3.4,105,0.6932516076303681,0.0
3.5,102,0.6933511584911088,0.0
3.6,99,0.6934305569830769,1.0
3.7,99,0.6934128436958054,1.0
3.8,23,1.5094208504536841,0.0
3.9,23,1.5600473147365705,0.0
4.0,23,1.6023673701621228,0.0
4.1,100,0.693523646778963,1.0
4.2,33,1.1390872878259495,0.0
4.3,33,1.1805616203276559,0.0
4.4,33,1.220931198853839,0.0
4.5,33,1.2597989671240775,0.0
4.6,33,1.296919305193704,0.0
4.7,33,1.3321426835233978,0.0
4.8,33,1.3653650828082244,0.0
4.9,33,1.3964869744616328,0.0
5.0,33,1.425385095786252,0.0
5.1,33,1.4519031121225674,0.0
5.2,114,0.6933367949332685,1.0
5.3,114,0.6933321430168047,1.0
5.4,118,0.6932863146055861,0.0
5.5,34,1.7043771700273034,0.0
5.6,34,1.7543400384581354,0.0
5.7,115,0.6933345930609079,0.0
5.8,34,1.864288909834764,0.0
5.9,24,2.9663282944632954,1.0
6.0,34,1.6149714495177596,0.0
6.1,29,2.089700609451302,0.0
6.2,12,3.9959997146556026,1.0
6.3,12,4.348192731638713,1.0
6.4,12,4.642281673066483,1.0
6.5,12,4.862178569529932,1.0
6.6,12,5.034556788246056,1.0
6.7,12,5.229090201974404,1.0
6.8,12,5.46937271794445,1.0
6.9,12,5.988717141944064,0.0
7.0,12,5.57729460782061,0.0
7.1,12,5.9851099641270915,0.0
7.2,12,7.24606373992048,0.0
7.3,12,7.192691025638165,0.0
7.4,12,7.674942818192483,0.0
7.5,12,8.427917369819099,0.0
7.6,12,7.358898679048446,0.0
7.7,12,9.506190667287708,1.0
7.8,12,9.820666664705001,1.0
7.9,12,10.386413259962675,1.0
8.0,12,10.993168448978171,1.0
8.1,12,11.640829794930198,1.0
8.2,12,12.32554949631644,1.0
8.3,12,13.038713703794436,1.0
8.4,12,13.768783485477595,1.0
8.5,12,14.504547043252705,1.0
8.6,12,15.237914475069699,1.0
8.7,12,15.965337244088726,1.0
8.8,12,16.68782381209307,1.0
8.9,12,17.410140834204643,1.0
9.0,12,18.13978034151775,1.0
9.1,12,18.88587891913706,1.0
9.2,12,19.65798892246233,1.0
9.3,12,20.46466054616296,1.0
9.4,12,21.312087437378846,1.0
9.5,12,22.203245138185096,1.0
9.6,12,22.981381873201816,1.0
9.7,12,21.82692441869385,0.0
9.8,12,23.819945223306988,0.0
9.9,12,27.469782121348597,1.0
